CVEGEO,Estatus,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,AMBITO,LATITUD,LONGITUD,LAT_DECIMAL,LON_DECIMAL,ALTITUD,CVE_CARTA,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
"090090166","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0166","La Era","R","19°12´58.264"N","099°02´12.535"W","19.21618400","-99.03681500","2540","E14A49","7","4","3","3"
"090090167","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0167","Tepetenco","R","19°12´15.931"N","099°02´14.650"W","19.20442500","-99.03740200","2476","E14A49","303","143","160","71"
"090090168","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0168","San Isidro Cuatepec","R","19°13´08.535"N","099°00´27.765"W","19.21903700","-99.00771300","2378","E14A49","1063","506","557","277"
"090090169","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0169","Xaluis","R","19°11´05.922"N","099°03´19.035"W","19.18497800","-99.05528800","2621","E14A49","191","102","89","47"
"090090171","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0171","Tepetipac","R","19°12´25.371"N","098°59´39.855"W","19.20704800","-98.99440400","2280","E14B41","277","125","152","61"
"090090172","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0172","Tlatlalahuaya","R","19°11´00.826"N","099°03´15.430"W","19.18356200","-99.05428600","2640","E14A49","48","22","26","13"
"090090173","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0173","Texunco (Camino Real a Tlaltenami)","R","19°10´47.627"N","099°03´42.175"W","19.17989600","-99.06171500","2718","E14A49","65","28","37","18"
"090090174","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0174","Mecalco (Camino al Mirador)","R","19°10´51.069"N","099°01´12.748"W","19.18085200","-99.02020700","2522","E14A49","232","114","118","56"
"090090176","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0176","Zacatonco","R","19°10´51.497"N","099°00´59.896"W","19.18097100","-99.01663800","2540","E14A49","359","182","177","92"
"090090178","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0178","Xali","R","19°10´12.803"N","099°01´53.464"W","19.17022200","-99.03151700","2726","E14A49","84","44","40","18"
"090090179","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0179","Texaxahuacalli","R","19°09´36.711"N","099°02´28.251"W","19.16019800","-99.04118100","2869","E14A49","0","0","0","0"
"090090185","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0185","Zacazontlipac","R","19°11´45.074"N","099°06´18.599"W","19.19585400","-99.10516600","2681","E14A49","363","182","181","110"
"090090187","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0187","Santa Catarina (Piedra Blanca)","R","19°12´40.444"N","099°04´43.115"W","19.21123400","-99.07864200","2620","E14A49","177","90","87","53"
"090090188","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0188","Cuauhtetec","R","19°11´39.365"N","099°04´52.759"W","19.19426800","-99.08132100","2693","E14A49","270","136","134","72"
"090090189","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0189","Huitlalpa","R","19°11´33.285"N","099°04´47.256"W","19.19257900","-99.07979300","2689","E14A49","59","24","35","16"
"090090191","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0191","Texcolipan","R","19°13´03.118"N","099°03´33.372"W","19.21753200","-99.05927000","2561","E14A49","15","7","8","4"
"090090192","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0192","Tetzmititla","R","19°12´28.340"N","099°03´23.124"W","19.20787200","-99.05642300","2573","E14A49","33","16","17","10"
"090090195","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0195","Tlaxiomulco","R","19°11´28.763"N","099°02´17.899"W","19.19132300","-99.03830500","2523","E14A49","143","67","76","28"
"090090198","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0198","Tecoloxtitla","R","19°10´54.801"N","099°00´44.205"W","19.18188900","-99.01227900","2517","E14A49","158","84","74","46"
"090090199","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0199","Tapalaco (Amacapultitla)","R","19°10´13.155"N","099°00´10.948"W","19.17032000","-99.00304100","2709","E14A49","81","43","38","23"
"090090200","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0200","Teacalco","R","19°11´57.183"N","099°03´39.811"W","19.19921700","-99.06105900","2489","E14A49","25","11","14","5"
"090090201","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0201","Iztlalco","R","19°12´57.090"N","099°03´39.498"W","19.21585800","-99.06097200","2565","E14A49","0","0","0","0"
"090090202","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0202","Cuauhzontlipan","R","19°12´49.379"N","099°03´44.628"W","19.21371600","-99.06239700","2583","E14A49","103","56","47","26"
"090090203","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0203","Huepaltepec","R","19°12´44.941"N","099°04´25.860"W","19.21248400","-99.07384900","2602","E14A49","74","36","38","22"
"090090204","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0204","Mecatlan (Rancho el Refugio)","R","19°12´36.370"N","099°05´01.251"W","19.21010300","-99.08368100","2630","E14A49","61","32","29","16"
"090090205","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0205","Tecupilco (Kilometro 17.5)","R","19°13´05.842"N","099°03´02.577"W","19.21828900","-99.05071600","2438","E14A49","124","45","79","33"
"090090206","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0206","Xaxalpa","R","19°12´59.893"N","099°02´57.874"W","19.21663700","-99.04940900","2443","E14A49","141","70","71","40"
"090090207","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0207","Xaltepetitla","R","19°12´56.301"N","099°02´36.999"W","19.21563900","-99.04361100","2478","E14A49","61","33","28","18"
"090090208","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0208","Tetecolok","R","19°12´45.601"N","099°03´14.848"W","19.21266700","-99.05412400","2563","E14A49","88","41","47","25"
"090090210","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0210","Santa Rosa","R","19°13´32.983"N","099°00´11.590"W","19.22582800","-99.00321900","2338","E14A49","187","93","94","44"
"090090211","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0211","Olla de Piedra","R","19°13´27.428"N","099°00´11.300"W","19.22428500","-99.00313900","2325","E14A49","126","64","62","29"
"090090213","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0213","El Zapote (Techultepec)","R","19°12´40.647"N","099°00´19.020"W","19.21129100","-99.00528300","2321","E14A49","66","34","32","14"
"090090214","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0214","Maxulco (Barrio Cruztitla)","R","19°12´33.719"N","099°00´12.369"W","19.20936600","-99.00343600","2313","E14A49","222","108","114","62"
"090090215","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0215","Tecoxpa (El Pirul)","R","19°12´25.264"N","099°00´38.011"W","19.20701800","-99.01055900","2358","E14A49","11","5","6","4"
"090090216","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0216","Santa Martha Cosalan","R","19°12´12.746"N","099°01´24.337"W","19.20354100","-99.02342600","2387","E14A49","98","46","52","24"
"090090217","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0217","Zacuaztitla","R","19°12´10.493"N","098°58´58.442"W","19.20291500","-98.98290000","2302","E14B41","413","215","198","97"
"090090218","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0218","Rancho Paraiso Escondido","R","19°12´17.559"N","098°59´13.753"W","19.20487800","-98.98715300","2293","E14B41","6","*","*","2"
"090090219","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0219","Omaxa","R","19°11´04.745"N","099°05´39.405"W","19.18465100","-99.09427900","2855","E14A49","191","92","99","46"
"090090222","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0222","Ahuatitla (Ixmatunco)","R","19°11´05.928"N","099°04´55.346"W","19.18498000","-99.08204000","2801","E14A49","47","19","28","13"
"090090223","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0223","Texacazintla (Xacalixpa)","R","19°10´40.491"N","099°04´43.612"W","19.17791400","-99.07878000","2866","E14A49","111","55","56","29"
"090090224","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0224","Chichilesca","R","19°10´37.568"N","099°04´03.627"W","19.17710200","-99.06767400","2795","E14A49","207","101","106","49"
"090090226","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0226","Calle Capulines","R","19°11´51.999"N","099°03´33.196"W","19.19777700","-99.05922100","2504","E14A49","13","8","5","5"
"090090227","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0227","Temalacatl","R","19°11´41.072"N","099°03´27.259"W","19.19474200","-99.05757200","2535","E14A49","46","23","23","11"
"090090228","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0228","Temoayan","R","19°11´47.616"N","099°03´24.510"W","19.19656000","-99.05680800","2512","E14A49","12","8","4","3"
"090090229","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0229","Prolongacion Xolotl","R","19°11´35.636"N","099°03´20.821"W","19.19323200","-99.05578400","2549","E14A49","20","13","7","4"
"090090230","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0230","Anayeli","R","19°11´37.165"N","099°03´16.450"W","19.19365700","-99.05456900","2536","E14A49","1","*","*","1"
"090090233","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0233","Las Cruces Parte Alta (Tehuepanco)","R","19°10´28.259"N","099°02´23.051"W","19.17451600","-99.03973600","2701","E14A49","166","84","82","42"
"090090234","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0234","Cuacualipa","R","19°10´14.264"N","099°02´03.333"W","19.17062800","-99.03425900","2718","E14A49","36","19","17","12"
"090090235","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0235","Tehuistitla","R","19°10´12.776"N","099°02´17.121"W","19.17021500","-99.03808900","2727","E14A49","88","43","45","24"
"090090236","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0236","Cuaxaltepec","R","19°10´03.357"N","099°02´12.874"W","19.16759900","-99.03690900","2768","E14A49","10","5","5","3"
"090090237","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0237","Tenopantitla","R","19°09´53.037"N","099°01´41.826"W","19.16473300","-99.02828400","2826","E14A49","5","*","*","2"
"090090238","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0238","Ocoteloloco (Tlaxcantitla)","R","19°10´21.043"N","099°01´08.757"W","19.17251100","-99.01909900","2701","E14A49","0","0","0","0"
"090090239","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0239","Tecpallo","R","19°11´49.842"N","098°59´26.231"W","19.19717800","-98.99061900","2380","E14B41","70","33","37","21"
"090090241","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0241","Loma Bonita","R","19°10´28.111"N","098°59´16.806"W","19.17447500","-98.98800100","2603","E14B41","64","29","35","18"
"090090242","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0242","Cuacuahotlipa","R","19°10´05.892"N","098°59´13.770"W","19.16830300","-98.98715800","2658","E14B41","300","152","148","78"
"090090243","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0243","Nacatulatlaxco","R","19°10´02.183"N","098°59´29.911"W","19.16727200","-98.99164200","2663","E14B41","20","10","10","6"
"090090244","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0244","Tlacoxpa (Teshutla)","R","19°09´55.431"N","098°59´22.280"W","19.16539800","-98.98952200","2665","E14B41","31","18","13","7"
"090090245","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0245","Citlalcuac (Rancho el Paraiso Perdido)","R","19°12´01.052"N","099°05´44.390"W","19.20029200","-99.09566400","2656","E14A49","114","61","53","25"
"090090246","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0246","Atoctenco (Prolongacion Niños Heroes)","R","19°12´00.129"N","099°05´12.133"W","19.20003600","-99.08670300","2633","E14A49","140","79","61","41"
"090090248","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0248","Paraje Huicalco","R","19°12´36.541"N","099°03´36.510"W","19.21015000","-99.06014200","2579","E14A49","111","56","55","31"
"090090249","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0249","Los Aguilar","R","19°12´22.849"N","099°04´35.280"W","19.20634700","-99.07646600","2648","E14A49","11","4","7","6"
"090090250","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0250","Tetexaloca","R","19°11´19.183"N","099°03´41.412"W","19.18866200","-99.06150300","2626","E14A49","25","11","14","7"
"090090251","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0251","Prolongacion Justo Sierra","R","19°12´04.772"N","099°03´30.913"W","19.20132600","-99.05858700","2467","E14A49","48","18","30","13"
"090090252","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0252","Acatlahuco","R","19°10´51.714"N","099°03´43.824"W","19.18103100","-99.06217300","2706","E14A49","95","48","47","26"
"090090253","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0253","Xalmoyo","R","19°11´10.575"N","099°05´54.183"W","19.18627100","-99.09838400","2833","E14A49","95","46","49","24"
"090090254","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0254","Oluca","R","19°11´39.193"N","099°06´11.001"W","19.19422000","-99.10305600","2715","E14A49","367","192","175","96"
"090090256","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0256","Tlalcoxtepec","R","19°12´00.891"N","099°04´56.952"W","19.20024800","-99.08248600","2594","E14A49","221","122","99","63"
"090090257","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0257","Camino Viejo a Santa Cruz","R","19°12´43.118"N","099°04´02.221"W","19.21197700","-99.06728300","2574","E14A49","78","35","43","19"
"090090258","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0258","Concla (Camino a Tlaltenamic)","R","19°11´11.450"N","099°02´36.473"W","19.18651400","-99.04346400","2641","E14A49","10","*","*","2"
"090090259","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0259","Tlaltenami","R","19°10´03.315"N","099°03´30.099"W","19.16758700","-99.05836100","2883","E14A49","0","0","0","0"
"090090264","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0264","Panuca (Cuatexoxoco)","R","19°09´57.017"N","098°59´43.138"W","19.16583800","-98.99531600","2728","E14B41","49","25","24","15"
"090090265","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0265","Tlaltepec (Tlacoxtepec)","R","19°11´08.322"N","099°00´21.708"W","19.18564500","-99.00603000","2472","E14A49","107","47","60","34"
"090090266","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0266","Chimeo (Las Palmas)","R","19°13´19.475"N","099°00´36.932"W","19.22207600","-99.01025900","2424","E14A49","146","76","70","33"
"090090267","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0267","El Tulmiac [Campamento Forestal]","R","19°08´09.864"N","099°06´55.117"W","19.13607300","-99.11531000","3331","E14A49","0","0","0","0"
"090090268","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0268","Moxala","R","19°12´26.308"N","099°00´52.176"W","19.20730800","-99.01449300","2381","E14A49","161","87","74","35"
"090090269","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0269","El Cerrito","R","19°12´40.733"N","098°59´18.682"W","19.21131500","-98.98852200","2257","E14B41","236","123","113","54"
"090090270","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0270","Cerro Cuautzin [Campamento Forestal]","R","19°09´28.753"N","099°06´24.731"W","19.15798700","-99.10687000","3500","E14A49","0","0","0","0"
"090090271","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0271","San Miguel (Tecoxomayehualtitla)","R","19°10´01.684"N","099°00´20.233"W","19.16713400","-99.00562000","2782","E14A49","34","17","17","11"
"090090273","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0273","Texomulco","R","19°13´09.531"N","099°02´40.601"W","19.21931400","-99.04461100","2500","E14A49","0","0","0","0"
"090090274","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0274","Tlalmanco (Prolongacion Benito Juarez)","R","19°09´52.078"N","098°59´55.219"W","19.16446600","-98.99867200","2781","E14B41","12","8","4","3"
"090090275","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0275","Tlalcocomoya","R","19°10´19.858"N","099°02´37.194"W","19.17218200","-99.04366500","2757","E14A49","38","18","20","10"
"090090276","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0276","Paraje Tatazquiopa","R","19°10´17.721"N","099°02´41.276"W","19.17158900","-99.04479900","2770","E14A49","27","13","14","8"
"090090277","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0277","Atoctenco","R","19°12´56.363"N","099°02´52.522"W","19.21565600","-99.04792200","2457","E14A49","546","266","280","123"
"090090278","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0278","Tecamac","R","19°11´34.827"N","099°02´01.859"W","19.19300700","-99.03384900","2478","E14A49","63","28","35","12"
"090090280","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0280","Teutlalpa","R","19°12´37.264"N","099°03´26.360"W","19.21035100","-99.05732200","2571","E14A49","11","4","7","3"
"090090281","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0281","Zihuantemohuayan","R","19°12´50.178"N","099°03´26.855"W","19.21393800","-99.05746000","2578","E14A49","27","11","16","8"
"090090282","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0282","Las Abejas","R","19°12´32.918"N","099°04´33.415"W","19.20914400","-99.07594800","2626","E14A49","20","9","11","5"
"090090283","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0283","Tlatzala","R","19°12´37.394"N","099°03´16.305"W","19.21038700","-99.05452900","2519","E14A49","50","23","27","11"
"090090284","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0284","Tetzompa","R","19°12´21.620"N","099°00´48.798"W","19.20600600","-99.01355500","2368","E14A49","66","32","34","14"
"090090285","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0285","Tuzanco (La Joya)","R","19°12´04.401"N","099°05´17.871"W","19.20122300","-99.08829700","2619","E14A49","351","172","179","91"
"090090286","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0286","San Jose Lopez Trejo","R","19°10´13.489"N","099°03´48.328"W","19.17041300","-99.06342400","2878","E14A49","1","*","*","1"
"090090287","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0287","Comunal Actopan","R","19°09´53.679"N","099°03´25.539"W","19.16491100","-99.05709400","2891","E14A49","0","0","0","0"
"090090288","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0288","Tlacopanco","R","19°11´35.270"N","099°04´15.335"W","19.19313000","-99.07092600","2618","E14A49","59","33","26","15"
"090090289","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0289","Pixucaltitla","R","19°11´33.272"N","099°04´19.917"W","19.19257500","-99.07219900","2628","E14A49","72","37","35","13"
"090090290","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0290","Totomacuentla","R","19°11´10.145"N","099°02´11.429"W","19.18615100","-99.03650800","2562","E14A49","5","*","*","1"
"090090291","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0291","Kilometro 24","R","19°10´39.781"N","099°01´12.253"W","19.17771600","-99.02007000","2602","E14A49","21","5","16","4"
"090090292","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0292","Joyas Parte Alta","R","19°12´27.435"N","098°59´30.048"W","19.20762100","-98.99168000","2271","E14B41","591","301","290","156"
"090090294","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0294","Acuexcomatl","R","19°10´16.402"N","099°04´05.057"W","19.17122200","-99.06807100","2852","E14A49","7","*","*","2"
"090090297","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0297","San Antonio Cuilotepec","R","19°11´03.875"N","099°05´29.492"W","19.18440900","-99.09152500","2871","E14A49","390","191","199","91"
"090090299","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0299","Tenichcalco","R","19°09´15.350"N","098°59´21.662"W","19.15426400","-98.98935000","2779","E14B41","0","0","0","0"
"090090300","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0300","San Nicolas Tetelco","U","19°12´30.438"N","098°58´14.019"W","19.20845500","-98.97056000","2259","E14B41","4078","2021","2057","1008"
"090090301","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0301","El Tejocote","R","19°12´13.412"N","098°58´12.915"W","19.20372600","-98.97025400","2285","E14B41","86","44","42","26"
"090090302","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0302","Ejidos Tecoxpa","R","19°12´24.516"N","098°58´35.126"W","19.20681000","-98.97642300","2258","E14B41","4","*","*","1"
"090090303","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0303","Arboledas","R","19°12´34.611"N","098°58´51.008"W","19.20961400","-98.98083500","2257","E14B41","183","98","85","45"
"090090304","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0304","Emiliano Zapata (Camino al Cerro)","R","19°12´20.033"N","098°58´19.923"W","19.20556500","-98.97220000","2266","E14B41","45","21","24","10"
"090090305","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0305","Corraltitla","R","19°12´09.250"N","099°01´13.094"W","19.20256900","-99.02030300","2381","E14A49","166","91","75","39"
"090090306","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0306","Tepanoco","R","19°12´15.944"N","099°01´06.647"W","19.20442900","-99.01851200","2388","E14A49","33","15","18","7"
"090090309","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0309","Zacatipla","R","19°12´24.472"N","099°01´42.318"W","19.20679800","-99.02842100","2418","E14A49","2","*","*","1"
"090090310","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0310","Santa Martha Xolco","R","19°12´18.125"N","099°01´50.676"W","19.20503500","-99.03074300","2412","E14A49","58","33","25","13"
"090090312","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0312","Tepetitla (Villa Hermosa)","R","19°11´52.180"N","099°02´08.861"W","19.19782700","-99.03579400","2438","E14A49","27","15","12","7"
"090090313","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0313","Totoxhpa (Cerrada Culiacan)","R","19°11´33.781"N","099°01´56.541"W","19.19271700","-99.03237200","2460","E14A49","17","11","6","4"
"090090314","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0314","Belizario Dominguez","R","19°12´12.200"N","099°00´30.409"W","19.20338900","-99.00844700","2315","E14A49","182","92","90","48"
"090090315","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0315","Nushtla (Loma Bonita)","R","19°12´23.818"N","099°02´40.435"W","19.20661600","-99.04456500","2469","E14A49","512","255","257","114"
"090090316","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0316","Tehuizco","R","19°12´41.957"N","099°02´36.242"W","19.21165500","-99.04340000","2485","E14A49","301","142","159","70"
"090090317","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0317","Axayatipac","R","19°12´37.212"N","099°02´47.484"W","19.21033700","-99.04652300","2446","E14A49","230","107","123","57"
"090090318","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0318","Ayotepec","R","19°12´22.695"N","099°02´24.419"W","19.20630400","-99.04011600","2477","E14A49","105","57","48","28"
"090090319","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0319","Ochpantenco","R","19°10´17.905"N","099°02´07.661"W","19.17164000","-99.03546100","2700","E14A49","66","26","40","18"
"090090321","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0321","La Virgen","R","19°12´40.068"N","099°03´03.081"W","19.21113000","-99.05085600","2491","E14A49","13","8","5","4"
"090090322","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0322","Matlahuacaloca","R","19°12´26.594"N","099°03´00.741"W","19.20738700","-99.05020600","2485","E14A49","251","114","137","65"
"090090323","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0323","Tula (Huixtotlazintla)","R","19°12´16.043"N","099°03´10.019"W","19.20445600","-99.05278300","2439","E14A49","129","65","64","28"
"090090326","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0326","Tlatlapantunco","R","19°11´47.453"N","099°02´46.199"W","19.19651400","-99.04616600","2525","E14A49","17","7","10","3"
"090090328","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0328","San Agustin","R","19°10´59.093"N","099°01´05.866"W","19.18308100","-99.01829500","2496","E14A49","72","34","38","20"
"090090332","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0332","Los Angeles","R","19°10´53.068"N","099°01´33.189"W","19.18140700","-99.02588500","2524","E14A49","29","12","17","7"
"090090333","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0333","Tezontlipac (San Lorenzo Tlacoyucan)","R","19°10´50.475"N","099°01´42.030"W","19.18068700","-99.02834100","2550","E14A49","31","17","14","6"
"090090337","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0337","Tlalzonco","R","19°10´19.367"N","099°01´39.434"W","19.17204600","-99.02762000","2692","E14A49","41","23","18","10"
"090090338","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0338","Temazcaltitla","R","19°10´21.253"N","099°01´42.016"W","19.17257000","-99.02833700","2682","E14A49","71","38","33","15"
"090090340","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0340","Chautonco","R","19°10´32.513"N","099°01´37.566"W","19.17569700","-99.02710100","2623","E14A49","133","65","68","36"
"090090341","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0341","Texotitla","R","19°11´22.836"N","099°05´57.406"W","19.18967600","-99.09927900","2788","E14A49","20","9","11","7"
"090090342","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0342","Coatepec","R","19°11´10.120"N","099°05´45.434"W","19.18614400","-99.09595400","2826","E14A49","121","55","66","28"
"090090344","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0344","Ocotitla (Barrio de Santa Cruz)","R","19°12´27.208"N","099°01´10.677"W","19.20755800","-99.01963200","2407","E14A49","74","39","35","18"
"090090345","Baja","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0345","Teuhtli","R","19°13´24.214"N","099°00´23.423"W","19.22339200","-99.00650600","2365","E14A49","46","22","24","10"
"090090347","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0347","Xochiatlaco","R","19°11´06.303"N","099°00´07.117"W","19.18508400","-99.00197700","2470","E14A49","21","9","12","5"
"090090348","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0348","Huacaltunco","R","19°10´58.401"N","099°00´11.552"W","19.18288900","-99.00320900","2508","E14A49","65","29","36","19"
"090090351","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0351","Tlahuiztpa","R","19°10´16.106"N","099°00´19.219"W","19.17114000","-99.00533900","2713","E14A49","129","66","63","34"
"090090352","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0352","Zacacali","R","19°10´58.272"N","099°03´27.340"W","19.18285300","-99.05759400","2667","E14A49","76","42","34","20"
"090090353","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0353","Tepenahuac [Centro de Educacion Ambiental]","R","19°10´22.417"N","098°58´37.765"W","19.17289300","-98.97715600","2600","E14B41","0","0","0","0"
"090090354","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0354","Camino Viejo a Tlaltenamic","R","19°11´06.734"N","099°02´37.176"W","19.18520400","-99.04366000","2649","E14A49","87","48","39","21"
"090090355","","09","Ciudad de Mexico","CDMX","009","Milpa Alta","0355","Joyas del Pedregal","R","19°10´35.668"N","098°59´13.668"W","19.17657400","-98.98713000","2579","E14B41","51","24","27","16"
